id_transaccion,indice_split,split,monto_final,es_anomalia,tipo_anomalia,split_sugerido,reconstruction_error,severidad,prediccion_anomalia
TRX-000916,177,prueba,172.67,1,monto_extremo,prueba,0.8897122,alta,1
TRX-000920,172,validacion,192.87,1,monto_extremo,validacion,0.89353716,alta,1
TRX-000921,173,validacion,5.17,0,normal,validacion,0.051950924,normal,0
TRX-000922,174,validacion,4.8,0,normal,validacion,0.0557016,normal,0
TRX-000923,178,prueba,10.09,1,venta_fuera_horario,prueba,0.124463975,alta,1
TRX-000924,175,validacion,11.9,0,normal,validacion,0.041859806,normal,0
TRX-000925,179,prueba,216.8,1,devolucion_monto_alto,prueba,0.98292756,alta,1
TRX-000926,176,validacion,16.77,0,normal,validacion,0.07351192,baja,1
TRX-000927,180,prueba,12.86,0,normal,prueba,0.047557153,normal,0
TRX-000928,177,validacion,1.1,0,normal,validacion,0.04729339,normal,0
TRX-000935,178,validacion,10.67,0,normal,validacion,0.054201193,normal,0
TRX-000936,181,prueba,2.51,1,efectivo_descuento_alto,prueba,0.11389067,alta,1
TRX-000940,182,prueba,96.9,1,empleado_anulaciones_altas,prueba,0.3550271,alta,1
TRX-000944,183,prueba,95.35,1,empleado_anulaciones_altas,prueba,0.38459885,alta,1
TRX-000945,179,validacion,5.09,1,venta_fuera_horario,validacion,0.10911409,alta,1
TRX-000946,184,prueba,6.8,0,normal,prueba,0.044039182,normal,0
TRX-000949,180,validacion,12.78,1,efectivo_descuento_alto,validacion,0.08212603,baja,1
TRX-000952,181,validacion,5.06,0,normal,validacion,0.043943852,normal,0
TRX-000953,182,validacion,1.88,0,normal,validacion,0.04866093,normal,0
TRX-000954,183,validacion,1.82,0,normal,validacion,0.049592637,normal,0
TRX-000956,185,prueba,23.8,0,normal,prueba,0.040928654,normal,0
TRX-000957,184,validacion,9.05,0,normal,validacion,0.078486495,baja,1
TRX-000962,185,validacion,284.9,1,monto_extremo,validacion,1.7634122,alta,1
TRX-000965,186,validacion,9.87,1,venta_fuera_horario,validacion,0.09660435,media,1
TRX-000968,186,prueba,0.97,0,normal,prueba,0.049774673,normal,0
TRX-000970,187,prueba,16.18,0,normal,prueba,0.037960872,normal,0
TRX-000972,188,prueba,19.97,0,normal,prueba,0.053503823,normal,0
TRX-000973,187,validacion,5.11,1,descuento_fuera_politica,validacion,0.2811351,alta,1
TRX-000974,188,validacion,3.45,0,normal,validacion,0.049850095,normal,0
TRX-000977,189,prueba,15.71,0,normal,prueba,0.05293886,normal,0
TRX-000980,190,prueba,3.39,0,normal,prueba,0.053070974,normal,0
TRX-000986,191,prueba,11.59,0,normal,prueba,0.04761905,normal,0
TRX-000988,189,validacion,11.24,0,normal,validacion,0.07261434,baja,1
TRX-000990,192,prueba,4.26,0,normal,prueba,0.038893398,normal,0
TRX-000991,190,validacion,7.47,0,normal,validacion,0.047961943,normal,0
TRX-000992,193,prueba,12.18,1,efectivo_descuento_alto,prueba,0.16486964,alta,1
TRX-000994,191,validacion,0.0,1,monto_inconsistente,validacion,0.0661452,baja,1
TRX-000999,194,prueba,5.71,0,normal,prueba,0.05649694,normal,0
TRX-001000,192,validacion,7.35,0,normal,validacion,0.043176614,normal,0
TRX-001001,195,prueba,0.82,0,normal,prueba,0.05259677,normal,0
TRX-001005,196,prueba,33.75,0,normal,prueba,0.048603185,normal,0
TRX-001009,197,prueba,167.83,1,monto_extremo,prueba,0.7070966,alta,1
TRX-001010,193,validacion,1.51,1,efectivo_descuento_alto,validacion,0.1323584,alta,1
TRX-001012,198,prueba,4.49,0,normal,prueba,0.042156074,normal,0
TRX-001017,199,prueba,2.66,0,normal,prueba,0.04408145,normal,0
TRX-001018,194,validacion,22.11,0,normal,validacion,0.037538033,normal,0
TRX-001019,200,prueba,0.79,1,efectivo_descuento_alto,prueba,0.1398406,alta,1
TRX-001023,201,prueba,5.67,1,venta_fuera_horario,prueba,0.113790415,alta,1
TRX-001026,202,prueba,10.61,0,normal,prueba,0.04845283,normal,0
TRX-001027,195,validacion,58.39,0,normal,validacion,0.048029177,normal,0
TRX-001028,196,validacion,179.58,1,monto_extremo,validacion,0.83235264,alta,1
TRX-001030,197,validacion,14.22,0,normal,validacion,0.057456296,normal,0
TRX-001036,203,prueba,0.63,1,efectivo_descuento_alto,prueba,0.07459075,baja,1
TRX-001040,204,prueba,3.44,0,normal,prueba,0.049858082,normal,0
TRX-001044,198,validacion,3.42,0,normal,validacion,0.04795285,normal,0
TRX-001046,199,validacion,-25.0,1,monto_inconsistente,validacion,0.21566378,alta,1
TRX-001047,200,validacion,1.17,0,normal,validacion,0.051644467,normal,0
TRX-001050,205,prueba,12.17,0,normal,prueba,0.05328861,normal,0
TRX-001054,201,validacion,3.84,0,normal,validacion,0.04714498,normal,0
TRX-001055,206,prueba,2.71,0,normal,prueba,0.082350686,baja,1
TRX-001059,202,validacion,39.7,0,normal,validacion,0.051215056,normal,0
TRX-001060,207,prueba,3.96,0,normal,prueba,0.06720929,baja,1
TRX-001061,203,validacion,9.61,0,normal,validacion,0.04743658,normal,0
TRX-001066,204,validacion,1.99,0,normal,validacion,0.053868044,normal,0
TRX-001067,205,validacion,0.5,1,efectivo_descuento_alto,validacion,0.16070426,alta,1
TRX-001068,206,validacion,7.82,0,normal,validacion,0.04608934,normal,0
TRX-001070,207,validacion,24.1,0,normal,validacion,0.048747074,normal,0
TRX-001071,208,prueba,65.22,1,empleado_anulaciones_altas,prueba,0.115997024,alta,1
TRX-001074,209,prueba,0.0,1,monto_inconsistente,prueba,0.05199367,normal,0
TRX-001075,208,validacion,7.7,0,normal,validacion,0.046080787,normal,0
TRX-001078,209,validacion,1.16,1,venta_fuera_horario,validacion,0.108848035,alta,1
TRX-001079,210,prueba,21.3,1,efectivo_descuento_alto,prueba,0.19140463,alta,1
TRX-001082,211,prueba,3.03,0,normal,prueba,0.19836278,alta,1
TRX-001083,212,prueba,6.94,0,normal,prueba,0.052277323,normal,0
TRX-001084,213,prueba,3.38,1,efectivo_descuento_alto,prueba,0.14479405,alta,1
TRX-001086,214,prueba,192.62,1,monto_extremo,prueba,0.98199236,alta,1
TRX-001087,215,prueba,7.43,0,normal,prueba,0.0516534,normal,0
TRX-001091,210,validacion,18.0,0,normal,validacion,0.07018826,baja,1
TRX-001093,216,prueba,1.78,0,normal,prueba,0.0436313,normal,0
TRX-001095,217,prueba,33.13,0,normal,prueba,0.046382748,normal,0
TRX-001098,218,prueba,1.82,0,normal,prueba,0.07943988,baja,1
TRX-001101,211,validacion,21.35,0,normal,validacion,0.050773352,normal,0
TRX-001105,219,prueba,10.99,0,normal,prueba,0.046590496,normal,0
TRX-001106,220,prueba,-12.0,1,monto_inconsistente,prueba,0.14639777,alta,1
TRX-001110,221,prueba,3.03,0,normal,prueba,0.0536756,normal,0
TRX-001111,222,prueba,-12.0,1,monto_inconsistente,prueba,0.16500594,alta,1
TRX-001114,223,prueba,281.54,1,monto_extremo,prueba,1.6956996,alta,1
TRX-001115,224,prueba,14.68,0,normal,prueba,0.042682424,normal,0
TRX-001119,212,validacion,3.15,0,normal,validacion,0.047396656,normal,0
TRX-001120,225,prueba,130.14,1,devolucion_monto_alto,prueba,0.39657062,alta,1
TRX-001123,213,validacion,2.26,0,normal,validacion,0.045402344,normal,0
TRX-001125,214,validacion,15.41,0,normal,validacion,0.039269008,normal,0
TRX-001127,226,prueba,140.02,1,devolucion_monto_alto,prueba,0.3829308,alta,1
TRX-001128,215,validacion,12.2,0,normal,validacion,0.047863595,normal,0
TRX-001130,216,validacion,0.93,0,normal,validacion,0.08199108,baja,1
TRX-001131,227,prueba,17.57,1,efectivo_descuento_alto,prueba,0.13645856,alta,1
TRX-001132,228,prueba,3.7,0,normal,prueba,0.03713927,normal,0
TRX-001134,229,prueba,3.82,0,normal,prueba,0.0467115,normal,0
TRX-001135,217,validacion,-25.0,1,monto_inconsistente,validacion,0.21515329,alta,1
TRX-001136,230,prueba,12.02,0,normal,prueba,0.0458561,normal,0
TRX-001138,218,validacion,4.37,0,normal,validacion,0.06347629,baja,1
TRX-001143,219,validacion,8.77,0,normal,validacion,0.047324054,normal,0
TRX-001144,231,prueba,118.18,1,empleado_anulaciones_altas,prueba,0.5670439,alta,1
TRX-001146,232,prueba,38.39,0,normal,prueba,0.048426904,normal,0
TRX-001148,220,validacion,26.17,0,normal,validacion,0.047236934,normal,0
TRX-001150,233,prueba,8.99,0,normal,prueba,0.05159285,normal,0
TRX-001151,221,validacion,19.13,0,normal,validacion,0.049891688,normal,0
TRX-001152,222,validacion,4.95,0,normal,validacion,0.05336893,normal,0
TRX-001155,234,prueba,-25.0,1,monto_inconsistente,prueba,0.23340368,alta,1
TRX-001156,223,validacion,3.34,0,normal,validacion,0.047496624,normal,0
TRX-001161,235,prueba,2.66,0,normal,prueba,0.057358205,normal,0
TRX-001165,224,validacion,6.67,0,normal,validacion,0.048863083,normal,0
TRX-001169,236,prueba,92.47,0,normal,prueba,0.07709442,baja,1
TRX-001170,237,prueba,169.59,1,monto_extremo,prueba,0.8141674,alta,1
TRX-001172,225,validacion,3.71,0,normal,validacion,0.042109814,normal,0
TRX-001173,238,prueba,1.38,1,efectivo_descuento_alto,prueba,0.11107807,alta,1
TRX-001176,239,prueba,8.57,0,normal,prueba,0.08790453,media,1
TRX-001177,240,prueba,2.0,0,normal,prueba,0.050966233,normal,0
TRX-001179,226,validacion,4.65,0,normal,validacion,0.050961908,normal,0
TRX-001181,227,validacion,6.08,0,normal,validacion,0.047959343,normal,0
TRX-001182,241,prueba,18.21,0,normal,prueba,0.050192166,normal,0
TRX-001184,242,prueba,-5.0,1,monto_inconsistente,prueba,0.15922049,alta,1
TRX-001185,243,prueba,203.26,1,monto_extremo,prueba,0.9889974,alta,1
TRX-001186,228,validacion,11.06,1,efectivo_descuento_alto,validacion,0.0671302,baja,1
TRX-001191,229,validacion,3.19,0,normal,validacion,0.050298724,normal,0
TRX-001194,230,validacion,3.6,0,normal,validacion,0.04328864,normal,0
TRX-001200,231,validacion,4.58,1,efectivo_descuento_alto,validacion,0.21145809,alta,1
TRX-001203,244,prueba,3.56,0,normal,prueba,0.038611226,normal,0
TRX-001204,232,validacion,1.29,0,normal,validacion,0.046781223,normal,0
TRX-001205,245,prueba,1.37,1,descuento_fuera_politica,prueba,0.083779566,media,1
TRX-001217,233,validacion,56.76,0,normal,validacion,0.054720696,normal,0
TRX-001218,234,validacion,5.75,0,normal,validacion,0.046750743,normal,0
TRX-001219,246,prueba,93.87,1,devolucion_monto_alto,prueba,0.19500497,alta,1
TRX-001222,247,prueba,2.21,0,normal,prueba,0.05118049,normal,0
TRX-001225,235,validacion,3.26,0,normal,validacion,0.052167986,normal,0
TRX-001226,248,prueba,2.59,0,normal,prueba,0.0454285,normal,0
TRX-001229,249,prueba,8.86,0,normal,prueba,0.046147317,normal,0
TRX-001231,236,validacion,18.62,0,normal,validacion,0.04719594,normal,0
TRX-001236,250,prueba,340.81,1,monto_extremo,prueba,2.543989,alta,1
TRX-001238,237,validacion,12.52,0,normal,validacion,0.04210534,normal,0
TRX-001239,238,validacion,9.52,0,normal,validacion,0.06124589,normal,0
TRX-001242,251,prueba,-25.0,1,monto_inconsistente,prueba,0.23470056,alta,1
TRX-001247,252,prueba,71.34,1,empleado_anulaciones_altas,prueba,0.17732741,alta,1
TRX-001249,239,validacion,1.11,0,normal,validacion,0.052119788,normal,0
TRX-001251,253,prueba,94.63,1,empleado_anulaciones_altas,prueba,0.2053292,alta,1
TRX-001252,240,validacion,1.9,0,normal,validacion,0.046289023,normal,0
TRX-001254,254,prueba,-12.0,1,monto_inconsistente,prueba,0.12847506,alta,1
TRX-001255,255,prueba,123.26,1,monto_extremo,prueba,0.7402553,alta,1
TRX-001256,241,validacion,2.29,0,normal,validacion,0.043233152,normal,0
TRX-001258,256,prueba,43.11,1,empleado_anulaciones_altas,prueba,0.27441952,alta,1
TRX-001260,242,validacion,290.59,1,monto_extremo,validacion,2.3913567,alta,1
TRX-001261,257,prueba,1.13,0,normal,prueba,0.0424263,normal,0
TRX-001270,258,prueba,10.14,0,normal,prueba,0.04855821,normal,0
TRX-001277,259,prueba,12.53,1,descuento_fuera_politica,prueba,0.12749851,alta,1
TRX-001279,260,prueba,119.43,1,devolucion_monto_alto,prueba,0.3529489,alta,1
TRX-001283,243,validacion,90.63,1,empleado_anulaciones_altas,validacion,0.3289058,alta,1
TRX-001285,244,validacion,3.43,0,normal,validacion,0.04751598,normal,0
TRX-001289,261,prueba,18.64,0,normal,prueba,0.052907888,normal,0
TRX-001290,245,validacion,1.98,0,normal,validacion,0.0533817,normal,0
TRX-001291,262,prueba,4.81,0,normal,prueba,0.04723706,normal,0
TRX-001292,263,prueba,8.08,0,normal,prueba,0.038768876,normal,0
TRX-001294,264,prueba,1.51,0,normal,prueba,0.054045495,normal,0
TRX-001296,265,prueba,3.19,0,normal,prueba,0.0536973,normal,0
TRX-001297,266,prueba,12.25,0,normal,prueba,0.052656196,normal,0
TRX-001298,246,validacion,1.19,0,normal,validacion,0.04680612,normal,0
TRX-001299,247,validacion,6.24,0,normal,validacion,0.05119807,normal,0
TRX-001301,267,prueba,2.19,0,normal,prueba,0.049795337,normal,0
TRX-001302,268,prueba,7.85,1,efectivo_descuento_alto,prueba,0.06311094,normal,0
TRX-001303,269,prueba,2.0,0,normal,prueba,0.04961332,normal,0
TRX-001306,270,prueba,8.39,0,normal,prueba,0.03930461,normal,0
TRX-001309,248,validacion,3.45,1,descuento_fuera_politica,validacion,0.24160509,alta,1
TRX-001310,271,prueba,1.29,0,normal,prueba,0.045163542,normal,0
TRX-001315,249,validacion,31.4,0,normal,validacion,0.049756795,normal,0
TRX-001318,250,validacion,-12.0,1,monto_inconsistente,validacion,0.10224271,media,1
TRX-001319,272,prueba,16.93,0,normal,prueba,0.051968034,normal,0
TRX-001320,273,prueba,3.98,0,normal,prueba,0.03875377,normal,0
TRX-001322,251,validacion,8.08,0,normal,validacion,0.053496044,normal,0
TRX-001324,274,prueba,0.87,0,normal,prueba,0.053506088,normal,0
TRX-001325,275,prueba,24.18,0,normal,prueba,0.038771316,normal,0
TRX-001328,252,validacion,22.92,0,normal,validacion,0.04724082,normal,0
TRX-001330,253,validacion,23.49,0,normal,validacion,0.053662024,normal,0
TRX-001335,276,prueba,16.28,0,normal,prueba,0.037464447,normal,0
TRX-001336,254,validacion,0.91,1,descuento_fuera_politica,validacion,0.16285886,alta,1
TRX-001337,255,validacion,0.86,1,venta_fuera_horario,validacion,0.12550418,alta,1
TRX-001338,256,validacion,22.92,0,normal,validacion,0.049892813,normal,0
TRX-001347,257,validacion,4.07,0,normal,validacion,0.04967155,normal,0
TRX-001352,277,prueba,0.96,0,normal,prueba,0.05124921,normal,0
TRX-001353,258,validacion,0.74,1,descuento_fuera_politica,validacion,0.07653695,baja,1
TRX-001355,259,validacion,31.49,1,empleado_anulaciones_altas,validacion,0.1594664,alta,1
TRX-001359,278,prueba,232.9,1,devolucion_monto_alto,prueba,0.9015251,alta,1
TRX-001361,279,prueba,29.06,0,normal,prueba,0.04639828,normal,0
TRX-001362,280,prueba,239.0,1,devolucion_monto_alto,prueba,1.2140781,alta,1
TRX-001365,260,validacion,2.73,1,descuento_fuera_politica,validacion,0.15960188,alta,1
TRX-001369,281,prueba,21.47,0,normal,prueba,0.04775831,normal,0
TRX-001371,282,prueba,9.81,0,normal,prueba,0.05066422,normal,0
TRX-001372,283,prueba,3.39,0,normal,prueba,0.040069126,normal,0
TRX-001374,261,validacion,4.39,1,descuento_fuera_politica,validacion,0.08906146,media,1
TRX-001376,262,validacion,193.86,1,monto_extremo,validacion,0.84608704,alta,1
TRX-001377,284,prueba,8.95,0,normal,prueba,0.05308619,normal,0
TRX-001378,285,prueba,1.24,0,normal,prueba,0.043715768,normal,0
TRX-001380,286,prueba,7.52,1,descuento_fuera_politica,prueba,0.085445784,media,1
TRX-001381,287,prueba,206.32,1,monto_extremo,prueba,0.85009986,alta,1
TRX-001382,288,prueba,0.48,1,descuento_fuera_politica,prueba,0.09437148,media,1
TRX-001384,289,prueba,2.0,0,normal,prueba,0.053413074,normal,0
TRX-001385,263,validacion,18.15,0,normal,validacion,0.045402385,normal,0
TRX-001389,264,validacion,5.68,1,venta_fuera_horario,validacion,0.116770364,alta,1
TRX-001394,290,prueba,2.76,1,venta_fuera_horario,prueba,0.12860206,alta,1
TRX-001395,265,validacion,12.8,0,normal,validacion,0.04413622,normal,0
TRX-001398,291,prueba,113.13,1,devolucion_monto_alto,prueba,0.23553433,alta,1
TRX-001402,266,validacion,1.16,0,normal,validacion,0.044420093,normal,0
TRX-001403,267,validacion,23.38,1,venta_fuera_horario,validacion,0.10193321,media,1
TRX-001405,292,prueba,3.4,0,normal,prueba,0.047948934,normal,0
TRX-001406,268,validacion,5.72,0,normal,validacion,0.04923473,normal,0
TRX-001409,293,prueba,0.0,1,monto_inconsistente,prueba,0.07719653,baja,1
TRX-001412,294,prueba,3.76,0,normal,prueba,0.046059683,normal,0
TRX-001413,295,prueba,2.43,0,normal,prueba,0.043742947,normal,0
TRX-001414,296,prueba,210.46,1,devolucion_monto_alto,prueba,0.95079374,alta,1
TRX-001417,297,prueba,83.76,1,empleado_anulaciones_altas,prueba,0.2113393,alta,1
TRX-001419,298,prueba,-5.0,1,monto_inconsistente,prueba,0.060218327,normal,0
TRX-001420,269,validacion,5.49,0,normal,validacion,0.05315492,normal,0
TRX-001424,299,prueba,56.38,0,normal,prueba,0.04099443,normal,0
TRX-001430,300,prueba,24.0,0,normal,prueba,0.039120883,normal,0
TRX-001435,270,validacion,7.11,1,venta_fuera_horario,validacion,0.11678299,alta,1
TRX-001436,301,prueba,3.8,0,normal,prueba,0.037858803,normal,0
TRX-001438,271,validacion,19.55,0,normal,validacion,0.04902642,normal,0
TRX-001440,272,validacion,3.98,0,normal,validacion,0.06819528,baja,1
TRX-001444,302,prueba,9.08,0,normal,prueba,0.053765178,normal,0
TRX-001445,303,prueba,187.19,1,monto_extremo,prueba,0.92283714,alta,1
TRX-001448,304,prueba,4.55,0,normal,prueba,0.050804116,normal,0
TRX-001452,305,prueba,24.06,0,normal,prueba,0.04742676,normal,0
TRX-001453,306,prueba,31.13,0,normal,prueba,0.04904553,normal,0
TRX-001454,307,prueba,208.99,1,monto_extremo,prueba,1.3443667,alta,1
TRX-001456,273,validacion,1.52,1,efectivo_descuento_alto,validacion,0.20984204,alta,1
TRX-001459,308,prueba,2.57,1,descuento_fuera_politica,prueba,0.29040647,alta,1
TRX-001461,274,validacion,0.7,1,descuento_fuera_politica,validacion,0.1590749,alta,1
TRX-001466,309,prueba,4.21,0,normal,prueba,0.052542888,normal,0
TRX-001469,275,validacion,9.51,0,normal,validacion,0.04869325,normal,0
TRX-001470,276,validacion,2.52,0,normal,validacion,0.0464347,normal,0
TRX-001471,277,validacion,28.47,0,normal,validacion,0.04847703,normal,0
TRX-001474,310,prueba,19.97,1,venta_fuera_horario,prueba,0.07772218,baja,1
TRX-001476,311,prueba,1.75,0,normal,prueba,0.049078982,normal,0
TRX-001477,278,validacion,36.98,0,normal,validacion,0.07693814,baja,1
TRX-001478,312,prueba,6.69,0,normal,prueba,0.04177285,normal,0
TRX-001479,279,validacion,4.4,0,normal,validacion,0.0565105,normal,0
TRX-001481,313,prueba,1.35,0,normal,prueba,0.043420065,normal,0
TRX-001482,280,validacion,166.82,1,monto_extremo,validacion,0.6572667,alta,1
TRX-001483,281,validacion,3.31,0,normal,validacion,0.044364788,normal,0
TRX-001484,314,prueba,11.9,1,venta_fuera_horario,prueba,0.08969753,media,1
TRX-001485,282,validacion,2.76,0,normal,validacion,0.05554883,normal,0
TRX-001491,283,validacion,4.47,0,normal,validacion,0.04869346,normal,0
TRX-001496,315,prueba,4.77,1,venta_fuera_horario,prueba,0.074686766,baja,1
TRX-001497,316,prueba,96.08,1,empleado_anulaciones_altas,prueba,0.3076023,alta,1
TRX-001500,284,validacion,6.0,0,normal,validacion,0.04960823,normal,0
TRX-001501,317,prueba,7.5,0,normal,prueba,0.050703716,normal,0
TRX-001502,318,prueba,2.68,0,normal,prueba,0.04385957,normal,0
TRX-001509,319,prueba,1.91,1,descuento_fuera_politica,prueba,0.23171979,alta,1
TRX-001512,285,validacion,4.46,0,normal,validacion,0.07784044,baja,1
TRX-001513,286,validacion,18.77,0,normal,validacion,0.04823129,normal,0
TRX-001515,320,prueba,5.37,0,normal,prueba,0.04556563,normal,0
TRX-001518,287,validacion,4.14,0,normal,validacion,0.055231765,normal,0
TRX-001519,288,validacion,3.62,0,normal,validacion,0.054540895,normal,0
TRX-001522,289,validacion,11.33,0,normal,validacion,0.03532673,normal,0
TRX-001523,321,prueba,2.65,0,normal,prueba,0.044790316,normal,0
TRX-001524,290,validacion,3.84,0,normal,validacion,0.050527047,normal,0
TRX-001527,291,validacion,12.73,0,normal,validacion,0.05463076,normal,0
TRX-001529,292,validacion,8.62,0,normal,validacion,0.049535803,normal,0
TRX-001538,322,prueba,5.71,0,normal,prueba,0.05110346,normal,0
TRX-001539,293,validacion,13.16,0,normal,validacion,0.06293335,normal,0
TRX-001540,294,validacion,47.58,0,normal,validacion,0.049225196,normal,0
TRX-001544,295,validacion,2.74,0,normal,validacion,0.045096498,normal,0
TRX-001545,296,validacion,24.6,0,normal,validacion,0.040236823,normal,0
TRX-001551,323,prueba,1.46,1,descuento_fuera_politica,prueba,0.5054523,alta,1
TRX-001552,297,validacion,9.62,0,normal,validacion,0.049867783,normal,0
TRX-001556,298,validacion,8.73,0,normal,validacion,0.04650561,normal,0
TRX-001557,299,validacion,17.07,1,venta_fuera_horario,validacion,0.10826826,alta,1
TRX-001558,324,prueba,8.94,0,normal,prueba,0.038601253,normal,0
TRX-001559,300,validacion,3.32,0,normal,validacion,0.05550827,normal,0
TRX-001560,301,validacion,9.59,0,normal,validacion,0.05681189,normal,0
